"","title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"184","Destiny","MOVIE",1997,"",136,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",7.1,2857,3.287,6.7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"185","Chronicle of a Disappearance","MOVIE",1996,"",88,"['drama']","['PS', 'US', 'FR', 'DE']",6.9,733,2.099,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"186","Muthu","MOVIE",1995,"G",165,"['comedy', 'drama', 'action', 'romance']","['IN']",7.6,3056,3.576,6.9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"187","Jeans","MOVIE",1998,"",175,"['comedy', 'drama', 'romance']","['IN']",6.4,3604,3.393,6.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"188","Monty Python: Live at Aspen","MOVIE",1998,"",58,"['comedy', 'documentation']","['GB', 'US']",7.8,1096,2.681,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"189","Minsara Kanavu","MOVIE",1997,"G",145,"['comedy', 'romance', 'drama']","['IN']",6.7,1226,2.316,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"190","Duplicate","MOVIE",1998,"PG",165,"['comedy', 'action', 'crime', 'thriller']","['IN']",5.5,7618,4.112,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"191","Avvai Shanmugi","MOVIE",1996,"PG-13",160,"['drama', 'comedy']","['IN']",7.9,2586,2.828,7.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"192","Anjaam","MOVIE",1994,"",137,"['romance', 'crime', 'thriller', 'drama']","['IN']",6.6,6532,3.806,7.1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"193","A Triumph of the Heart: The Ricky Bell Story","MOVIE",1991,"",100,"['drama', 'sport']","['US']",7.2,250,1.533,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"194","Phir Bhi Dil Hai Hindustani","MOVIE",2000,"PG-13",160,"['comedy', 'romance', 'drama']","['IN']",6.1,7610,7.778,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"195","Children of Shatila","MOVIE",1999,"",50,"['documentation', 'history']","['LB']",8.1,78,1.635,6.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"197","Tim Allen: Rewires America","MOVIE",1991,"PG",30,"['comedy', 'documentation']","['US']",6,198,2.297,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","West Beirut","MOVIE",1998,"PG-13",105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"200","Govindha Govindha","MOVIE",1993,"",145,"['drama', 'action', 'crime']","['IN']",6.6,356,1.248,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"201","Out of Life","MOVIE",1991,"",97,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",6.9,376,2.481,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"202","Gumrah","MOVIE",1993,"",149,"['drama', 'action', 'crime', 'thriller']","['IN']",6.1,795,1.763,6.7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"203","Sinbad: Nothin' but the Funk","MOVIE",1998,"",56,"['comedy', 'documentation']","['US']",6.3,65,1.83,5.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Sinbad: Afros and Bellbottoms","MOVIE",1993,"PG-13",60,"['comedy', 'documentation']","['US']",7.8,172,3.793,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Fiza","MOVIE",2000,"",170,"['romance', 'action', 'crime', 'drama', 'thriller']","['IN']",6,4213,2.835,6.3,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"206","Before the Flying Circus","MOVIE",2000,"",55,"['comedy', 'documentation']","['GB']",7.3,168,1.444,8.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"207","The Other","MOVIE",1999,"",106,"['romance', 'european', 'drama']","['FR', 'EG']",5.9,997,1.12,5.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"208","Yodha","MOVIE",1991,"",142,"['action', 'drama']","['IN']",4.5,198,1.554,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"209","The Emigrant","MOVIE",1994,"",129,"['drama']","['FR', 'EG']",6.5,1015,1.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"210","Hello Brother","MOVIE",1999,"",131,"['comedy', 'romance', 'fantasy', 'action']","['IN']",4.6,4262,4.338,5.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"211","Dushmani","MOVIE",1995,"",156,"['romance', 'action', 'drama']","['IN']",5,249,2.045,7.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"212","Nightmare in Columbia County","MOVIE",1991,"",100,"['drama', 'thriller', 'crime']","['US']",5.5,345,2.713,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"214","Shikari","MOVIE",1991,"",162,"['drama', 'action']","['IN', 'SU']",5.8,68,1.323,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"219","The Mist","MOVIE",2007,"R",126,"['horror', 'scifi', 'thriller']","['US']",7.1,305346,37.369,6.9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"220","Mean Girls","MOVIE",2004,"PG-13",97,"['comedy']","['CA', 'US']",7.1,375975,57.235,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"225","Catch Me If You Can","MOVIE",2002,"PG-13",141,"['drama', 'crime']","['US']",8.1,952602,72.321,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Old School","MOVIE",2003,"R",88,"['comedy', 'european']","['US']",7,229171,17.131,6.577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Anchorman: The Legend of Ron Burgundy","MOVIE",2004,"PG-13",95,"['comedy']","['US']",7.1,353118,20.606,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Inception","MOVIE",2010,"PG-13",148,"['action', 'scifi', 'music', 'thriller']","['US', 'GB']",8.8,2294231,108.284,8.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
"238","The Departed","MOVIE",2006,"R",151,"['drama', 'thriller', 'crime', 'action']","['US']",8.5,1296244,33.795,8.2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"240","Insidious","MOVIE",2010,"PG-13",103,"['horror', 'thriller']","['CA', 'US']",6.8,303820,99.129,6.929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"241","War of the Worlds","MOVIE",2005,"PG-13",117,"['action', 'thriller', 'scifi']","['US']",6.5,444229,36.989,6.474,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"245","Wanted","MOVIE",2008,"R",110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",6.7,384995,33.101,6.5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"246","Casino Royale","MOVIE",2006,"",144,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",8,649676,40.164,7.518,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"250","The Terminal","MOVIE",2004,"PG-13",128,"['drama', 'comedy', 'romance']","['US']",7.4,441752,21.384,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"251","Michael Clayton","MOVIE",2007,"R",114,"['thriller', 'drama', 'crime']","['US']",7.2,165109,16.97,6.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"252","Road to Perdition","MOVIE",2002,"R",117,"['thriller', 'documentation', 'drama', 'crime']","['US']",7.7,265216,18.739,7.4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"254","Big Fish","MOVIE",2003,"PG-13",125,"['action', 'fantasy', 'drama', 'romance']","['US']",8,437650,21.158,7.769,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"255","The Hurt Locker","MOVIE",2008,"R",131,"['thriller', 'drama', 'war']","['US']",7.5,446904,28.341,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"256","Troy","MOVIE",2004,"R",163,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",7.3,527447,48.407,7.1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"257","Sherlock Holmes","MOVIE",2009,"PG-13",129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",7.6,625708,43.297,7.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"259","Love Actually","MOVIE",2003,"R",135,"['drama', 'comedy', 'romance']","['GB', 'US']",7.6,476101,36.484,7.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"261","Get Smart","MOVIE",2008,"PG-13",110,"['comedy', 'thriller', 'action']","['US']",6.5,216695,22.421,6.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"262","Quantum of Solace","MOVIE",2008,"PG-13",106,"['thriller', 'action']","['GB', 'US']",6.6,444241,31.298,6.304,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"263","The Blind Side","MOVIE",2009,"PG-13",129,"['drama', 'sport']","['US']",7.6,327675,63.663,7.661,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"265","Identity","MOVIE",2003,"R",90,"['thriller']","['US']",7.3,240433,19.558,7.181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"266","I Am Legend","MOVIE",2007,"PG-13",101,"['scifi', 'thriller', 'action', 'drama']","['US']",7.2,745093,69.139,7.192,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"268","Grown Ups","MOVIE",2010,"PG-13",102,"['comedy', 'drama', 'european']","['US']",5.9,249934,98.37,6.333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","The Girl Next Door","MOVIE",2004,"",110,"['comedy', 'romance', 'drama']","['US']",6.7,223380,37.315,6.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"272","Public Enemies","MOVIE",2009,"R",140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",7,300773,85.039,6.7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"273","Not Another Teen Movie","MOVIE",2001,"R",89,"['comedy']","['US']",5.7,105352,36.438,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Blow","MOVIE",2001,"R",124,"['crime', 'drama']","['US']",7.5,258431,24.348,7.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Hancock","MOVIE",2008,"PG-13",92,"['fantasy', 'action', 'crime', 'drama']","['US']",6.4,476593,121.985,6.33,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"277","The Pursuit of Happyness","MOVIE",2006,"PG-13",117,"['drama', 'european']","['US']",8,501457,47.893,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Monster","MOVIE",2003,"R",110,"['crime', 'drama', 'thriller', 'european']","['US']",7.3,150339,16.309,7.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"279","Rambo","MOVIE",2008,"R",92,"['action', 'thriller', 'war', 'european']","['DE', 'US']",7,230333,72.224,6.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"280","Something's Gotta Give","MOVIE",2003,"PG-13",128,"['drama', 'comedy', 'romance']","['US']",6.7,121364,14.619,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"281","Harold & Kumar Go to White Castle","MOVIE",2004,"R",83,"['comedy']","['US']",7,194695,15.026,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Thir13en Ghosts","MOVIE",2001,"R",91,"['horror', 'thriller', 'fantasy']","['CA', 'US']",5.6,87083,50.592,6.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"285","Cloudy with a Chance of Meatballs","MOVIE",2009,"PG",90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']","['US']",6.9,229274,58.945,6.6,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
"288","Halloween","MOVIE",2007,"R",109,"['horror']","['US']",6,119606,38.491,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Jackass: The Movie","MOVIE",2002,"R",88,"['comedy', 'documentation', 'action']","['US']",6.6,94423,25.23,6.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Semi-Pro","MOVIE",2008,"R",94,"['comedy', 'sport', 'european']","['US']",5.8,82159,12.789,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"292","The Lake House","MOVIE",2006,"PG",99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']","['US']",6.8,149070,16.31,7,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"293","The Girl Next Door","MOVIE",2007,"R",91,"['crime', 'drama', 'horror', 'thriller']","['US']",6.5,26293,13.131,6.7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"294","The Book of Eli","MOVIE",2010,"R",118,"['scifi', 'action', 'thriller', 'drama', 'european']","['US']",6.8,314920,30.476,6.8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"295","Blood Diamond","MOVIE",2006,"R",143,"['drama', 'thriller', 'action']","['DE', 'US']",8,541547,47.39,7.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"296","Just Like Heaven","MOVIE",2005,"PG-13",95,"['romance', 'drama', 'comedy', 'fantasy']","['US']",6.7,108029,17.486,6.9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"297","Ip Man","MOVIE",2008,"R",106,"['drama', 'fantasy', 'comedy', 'history', 'action']","['HK']",8,222372,21.074,7.7,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"298","21","MOVIE",2008,"PG-13",123,"['crime', 'drama', 'history', 'thriller']","['US']",6.8,249016,27.013,6.7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"299","Friday the 13th","MOVIE",2009,"R",97,"['horror', 'thriller']","['US']",5.5,106970,45.551,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"301","Let Me In","MOVIE",2010,"R",116,"['drama', 'horror', 'thriller', 'fantasy', 'european']","['GB', 'US']",7.1,121008,22.791,6.8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"303","A Nightmare on Elm Street","MOVIE",2010,"R",95,"['horror', 'thriller', 'crime', 'drama']","['US']",5.2,99894,39.672,5.5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"305","Miss Congeniality 2: Armed and Fabulous","MOVIE",2005,"PG-13",115,"['action', 'comedy', 'crime']","['US']",5.1,74637,21.495,5.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","The Bucket List","MOVIE",2007,"PG-13",97,"['drama', 'comedy', 'european']","['US']",7.4,244028,22,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Scary Movie 4","MOVIE",2006,"PG-13",83,"['comedy', 'horror']","['US']",5.1,120997,83.018,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","The Sweetest Thing","MOVIE",2002,"R",84,"['comedy', 'romance']","['US']",5.1,58884,10.625,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"311","How Do You Know","MOVIE",2010,"PG-13",121,"['comedy', 'drama', 'romance']","['US']",5.4,50383,9.889,5.251,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"312","Mr. Bean's Holiday","MOVIE",2007,"G",90,"['family', 'comedy', 'european']","['US', 'FR', 'DE', 'GB']",6.4,125160,32.512,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"313","The Interpreter","MOVIE",2005,"PG-13",128,"['thriller', 'crime', 'european']","['GB', 'US', 'FR', 'DE']",6.4,106781,12.694,6.299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"314","John Q","MOVIE",2002,"PG-13",116,"['drama', 'thriller', 'crime']","['US']",7,133215,32.229,7.121,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"315","3 Idiots","MOVIE",2009,"PG-13",170,"['drama', 'comedy']","['IN']",8.4,390739,44.999,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316","The One","MOVIE",2001,"PG-13",87,"['thriller', 'action', 'scifi']","['US']",5.9,92007,21.223,6.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"318","The Texas Chainsaw Massacre","MOVIE",2003,"R",98,"['horror', 'crime']","['US']",6.2,141736,80.47,6.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","The Cat in the Hat","MOVIE",2003,"PG",82,"['family', 'fantasy', 'comedy', 'action']","['US']",4,82684,66.8,5.3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"321","Tears of the Sun","MOVIE",2003,"R",121,"['war', 'action', 'drama', 'thriller']","['US']",6.6,121957,43.254,6.797,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"322","Due Date","MOVIE",2010,"R",95,"['comedy', 'drama']","['US']",6.5,341390,36.06,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","We Are Marshall","MOVIE",2006,"PG",131,"['drama', 'sport']","['US']",7,61345,13.173,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"325","Blood and Bone","MOVIE",2009,"R",93,"['thriller', 'sport', 'action', 'crime', 'drama']","['US']",6.7,33051,33.787,7.4,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"326","Freddy vs. Jason","MOVIE",2003,"R",97,"['horror', 'action']","['IT', 'US']",5.7,118925,65.747,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"327","The Golden Compass","MOVIE",2007,"PG-13",113,"['action', 'fantasy', 'family']","['GB', 'US']",6.1,187485,20.255,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"329","The Men Who Stare at Goats","MOVIE",2009,"R",94,"['comedy', 'war']","['US', 'GB']",6.2,132177,19.022,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"332","Cleaner","MOVIE",2007,"R",88,"['thriller', 'crime']","['US']",6.1,42285,11.509,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"335","Monster House","MOVIE",2006,"PG",91,"['animation', 'comedy', 'family', 'fantasy']","['US']",6.6,117008,51.891,6.6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"336","Good Luck Chuck","MOVIE",2007,"",101,"['comedy', 'romance']","['US', 'CA']",5.6,90212,30.423,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"337","10,000 BC","MOVIE",2008,"PG-13",109,"['action', 'drama', 'fantasy', 'history', 'thriller']","['US', 'ZA']",5.1,130813,24.671,5.4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
"338","Cop Out","MOVIE",2010,"R",107,"['crime', 'action', 'comedy', 'thriller']","['US']",5.5,88026,13.63,5.6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"339","The Cave","MOVIE",2005,"PG-13",97,"['horror', 'thriller', 'action', 'scifi', 'european']","['DE', 'US']",5.1,38734,13.695,5.3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"340","Starsky & Hutch","MOVIE",2004,"PG-13",101,"['comedy', 'crime']","['US']",6.1,146880,13.938,5.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","New York Minute","MOVIE",2004,"PG",87,"['comedy', 'crime', 'family', 'romance']","['US']",4.9,23476,11.818,6.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"342","Rumor Has It...","MOVIE",2005,"PG-13",97,"['romance', 'comedy', 'drama']","['DE', 'US']",5.5,58247,13.521,5.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"343","Comedian","MOVIE",2002,"R",82,"['comedy', 'documentation']","['US']",6.9,6985,4.854,6.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Catch and Release","MOVIE",2006,"PG-13",111,"['drama', 'romance', 'comedy']","['US']",5.9,26528,9.435,5.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"346","Lagaan: Once Upon a Time in India","MOVIE",2001,"PG",224,"['romance', 'drama', 'action', 'sport']","['IN']",8.1,111053,10.097,7.3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"351","Friends with Money","MOVIE",2006,"R",88,"['comedy', 'drama', 'romance']","['US']",5.8,30468,11.86,5.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"352","Ip Man 2","MOVIE",2010,"R",108,"['drama', 'action', 'history', 'sport']","['HK', 'CN']",7.5,104500,4.516,7.5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"353","Life As We Know It","MOVIE",2010,"PG-13",114,"['comedy', 'romance', 'drama']","['US']",6.5,131623,40.534,6.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"354","Death at a Funeral","MOVIE",2010,"R",92,"['comedy', 'drama']","['US']",5.7,49901,15.989,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Dreamer: Inspired By a True Story","MOVIE",2005,"PG",106,"['family', 'drama', 'sport', 'fantasy']","['US']",6.8,13205,10.235,6.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"357","Premonition","MOVIE",2007,"PG-13",96,"['thriller', 'drama', 'fantasy']","['US']",5.9,78494,14.21,6.3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"358","Soul Plane","MOVIE",2004,"R",86,"['romance', 'comedy']","['US']",4.5,23048,21.864,5.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"360","The Texas Chainsaw Massacre: The Beginning","MOVIE",2006,"R",91,"['thriller', 'horror', 'documentation']","['US']",5.8,72845,57.763,6.1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"364","Louis C.K.: Hilarious","MOVIE",2010,"",84,"['comedy']","['US']",8.4,12089,5.717,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Deck the Halls","MOVIE",2006,"PG",93,"['family', 'comedy']","['US']",5,27936,11.999,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"368","Takers","MOVIE",2010,"PG-13",107,"['action', 'crime', 'drama', 'thriller']","['US']",6.2,62464,15.872,6.228,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"371","Like Stars on Earth","MOVIE",2007,"PG",165,"['drama', 'family']","['IN']",8.3,189685,17.66,8.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"372","Did You Hear About the Morgans?","MOVIE",2009,"PG-13",103,"['comedy', 'drama', 'romance']","['US']",4.9,40551,12.459,5.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"373","Stuart Little 2","MOVIE",2002,"G",78,"['animation', 'comedy', 'family', 'action', 'fantasy']","['US']",5.5,54193,36.691,5.733,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"376","Half Past Dead","MOVIE",2002,"PG-13",98,"['thriller', 'action', 'crime', 'european']","['DE', 'US']",4.6,15740,12.906,5.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"379","Christmas with the Kranks","MOVIE",2004,"PG",99,"['comedy', 'family']","['US']",5.4,49302,17.708,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"382","Alpha and Omega","MOVIE",2010,"PG",88,"['animation', 'family', 'comedy', 'action', 'romance']","['CA', 'US', 'IN']",5.1,14362,13.523,5.9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
"387","Initial D","MOVIE",2005,"",107,"['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']","['JP', 'HK']",6.3,8678,18.607,6.7,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
"388","Naruto Shippuden the Movie","MOVIE",2007,"PG-13",94,"['animation', 'action', 'fantasy', 'family']","['JP']",6.7,4090,316.471,7.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"389","Gifted Hands: The Ben Carson Story","MOVIE",2009,"",86,"['drama']","['US']",7.6,10881,43.409,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","The Legend of the Nahuala","MOVIE",2007,"PG",80,"['fantasy', 'animation', 'family']","['MX']",6.1,511,47.66,7.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"391","One Piece: Strong World","MOVIE",2009,"PG-13",114,"['fantasy', 'action', 'animation']","['JP']",7.5,5467,39.946,7.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"392","Chaos","MOVIE",2005,"R",106,"['crime', 'drama', 'action', 'thriller', 'european']","['CA', 'GB', 'US']",6.4,54900,17.029,6.3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"393","Waist Deep","MOVIE",2006,"R",97,"['thriller', 'action', 'drama', 'crime']","['US']",5.8,9990,15.58,6.6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"395","Trailer Park Boys: The Movie","MOVIE",2006,"R",95,"['comedy', 'crime']","['CA']",7.1,12910,6.191,6.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"397","Tito","MOVIE",2004,"",120,"['documentation', 'crime', 'drama', 'romance', 'action']","['EG']",7.2,3214,1.814,7.8,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
