"","title","type","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"487","Nuevo Rico Nuevo Pobre","SHOW",2007,"TV-MA",44,"['comedy']","['CO']",1,7.1,211,13.94,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"488","Monty Python's Personal Best","SHOW",2006,"TV-PG",56,"['comedy', 'animation']","['US', 'GB']",1,7.9,441,0.6,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"502","Chhota Bheem","SHOW",2008,"",22,"['animation', 'action', 'comedy']","['IN']",12,4.1,885,1.504,6.1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"508","Fated to Love You","SHOW",2008,"TV-G",67,"['comedy', 'family', 'drama', 'romance']","['TW']",1,7.4,476,4.692,7.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"512","Behind Enemy Lines","SHOW",2001,"TV-14",49,"['drama']","['US']",1,7.2,43,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","A Lion in the House","SHOW",2006,"TV-14",190,"['documentation']","['US']",1,NA,NA,1.487,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Pecados capitales","SHOW",2002,"TV-MA",0,"['romance', 'comedy', 'drama']","['CO']",1,8.5,195,1.791,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"527","Einsatzgruppen: The Nazi Death Squads","SHOW",2009,"TV-14",44,"['documentation', 'history', 'war', 'european']","['FR']",1,7.6,622,1.649,7.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"533","The Ultimatum","SHOW",2009,"TV-14",44,"['drama', 'family']","['SG']",1,5.4,6,1.529,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"550","The Qin Empire","SHOW",2009,"TV-MA",46,"['war']","['CN']",3,NA,NA,22.627,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"552","At Dolphin Bay","SHOW",2003,"TV-14",59,"['drama', 'comedy', 'romance']","['TW']",1,6.9,40,4.171,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"553","El cartel 2 - La guerra total","SHOW",2010,"TV-MA",44,"['horror', 'thriller', 'war', 'action', 'crime']","['CO']",1,6.7,231,NA,NA,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"570","The Fierce Wife","SHOW",2010,"TV-MA",59,"['drama']","['TW']",1,6.8,95,3.995,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"578","The Hospital","SHOW",2006,"TV-14",48,"['drama']","['TW']",1,7.4,46,5.066,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"583","Autumn's Concerto","SHOW",2009,"TV-14",58,"['drama', 'family', 'romance']","['TW']",1,7.8,495,7.776,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"586","Breakout","SHOW",2010,"TV-14",44,"['drama', 'action']","['SG']",1,6.7,7,1.546,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"588","Pink Zone","SHOW",2007,"",0,"['drama', 'romance', 'comedy']","['MX']",1,5.8,52,0.682,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"590","The Little Nyonya","SHOW",2008,"TV-14",44,"['drama']","['SG']",1,NA,NA,4.06,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"593","Black & White","SHOW",2009,"TV-14",37,"['action', 'comedy', 'sport', 'crime']","['TW']",3,7.6,312,3.208,8.9,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"596","The Prince Who Turns into a Frog","SHOW",2005,"TV-14",44,"['drama', 'comedy', 'romance']","['TW']",1,6.7,136,1.613,5.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"603","Together","SHOW",2009,"TV-14",45,"['drama', 'comedy']","['SG']",1,NA,NA,0.628,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"614","Unriddle","SHOW",2010,"TV-14",44,"['thriller', 'action', 'drama']","['SG']",2,8,25,0.6,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"616","The Family Court","SHOW",2010,"TV-MA",45,"['drama']","['SG']",1,NA,NA,1.4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"621","Mighty Raju","SHOW",2010,"",20,"['animation', 'action']","['IN']",4,4.3,61,1.225,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"624","The Truth","SHOW",2008,"TV-14",44,"['thriller', 'drama']","['SG']",1,NA,NA,0.6,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"628","Shameless","SHOW",2011,"TV-MA",54,"['drama', 'comedy']","['US']",11,8.6,234232,252.934,8.112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","Teenage Mutant Ninja Turtles","SHOW",2012,"TV-Y7",24,"['animation', 'scifi', 'action', 'family', 'thriller', 'horror', 'fantasy', 'crime', 'comedy', 'drama']","['US']",5,7.8,10809,48.881,8.3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
"635","New Girl","SHOW",2011,"TV-14",21,"['comedy', 'romance']","['US']",7,7.7,219079,72.923,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"636","Call the Midwife","SHOW",2012,"TV-PG",55,"['family', 'drama', 'history', 'european']","['GB']",11,8.5,26146,25.211,7.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"637","Black Mirror","SHOW",2011,"TV-MA",59,"['drama', 'scifi', 'thriller', 'european']","['GB']",5,8.8,526383,90.552,8.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"640","Longmire","SHOW",2012,"TV-14",53,"['drama', 'western', 'crime', 'action']","['US']",6,8.3,35021,36.854,7.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"641","Hunter x Hunter","SHOW",2011,"TV-14",23,"['action', 'animation', 'comedy', 'fantasy']","['JP']",3,9,92162,178.265,8.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"642","Ink Master","SHOW",2012,"TV-14",42,"['reality']","['US']",13,7.4,3998,13.078,7.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"645","Last Tango in Halifax","SHOW",2012,"TV-14",58,"['drama', 'comedy', 'romance', 'european']","['GB']",5,8.3,7017,3.392,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"646","JoJo's Bizarre Adventure","SHOW",2012,"TV-MA",24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'thriller']","['JP']",5,8.4,21354,64.047,8.8,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"649","Arrow","SHOW",2012,"TV-14",42,"['action', 'crime', 'drama', 'thriller', 'scifi']","['US']",8,7.5,427871,122.099,6.7,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"650","Ninjago: Masters of Spinjitzu","SHOW",2012,"TV-Y7",17,"['animation', 'comedy', 'family', 'scifi', 'action', 'fantasy', 'european']","['DK', 'US']",16,7.3,4798,67.932,7.8,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"651","Sword Art Online","SHOW",2012,"TV-MA",23,"['scifi', 'action', 'animation', 'drama', 'western', 'fantasy', 'thriller', 'romance', 'comedy']","['JP']",4,7.6,44606,58.325,8.284,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"652","The Legend of Korra","SHOW",2012,"TV-Y7",23,"['animation', 'drama', 'family', 'scifi', 'action', 'fantasy', 'comedy']","['US']",4,8.4,119272,56.153,8.307,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"656","The Borgias","SHOW",2011,"TV-MA",51,"['drama', 'crime', 'history', 'romance']","['HU', 'US', 'CA']",3,7.9,51041,18.887,7.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"657","Comedians in Cars Getting Coffee","SHOW",2012,"TV-14",19,"['comedy', 'animation', 'family']","['US']",11,8,12522,13.067,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"658","Top Boy","SHOW",2011,"TV-MA",48,"['drama', 'crime', 'thriller', 'european']","['GB']",2,8.4,24165,14.536,7.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"661","Transformers: Rescue Bots","SHOW",2012,"TV-Y7",22,"['scifi', 'action', 'animation', 'comedy', 'family']","['US']",4,6.4,925,9.697,8.2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"662","Lilyhammer","SHOW",2012,"TV-MA",45,"['comedy', 'crime', 'drama']","['NO']",3,7.9,29366,15.363,7.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"668","Teen Mom 2","SHOW",2011,"TV-14",41,"['reality', 'romance', 'documentation', 'comedy']","['US']",11,4.5,28,11.811,6.6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"671","Blue Exorcist","SHOW",2011,"TV-14",25,"['scifi', 'action', 'fantasy', 'horror', 'family', 'animation', 'drama']","['JP']",2,7.5,12985,46.557,8.1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"672","MeatEater","SHOW",2012,"TV-14",22,"['documentation']","['US']",10,7.5,1486,7.81,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","X-Men","SHOW",2011,"TV-14",24,"['action', 'scifi']","['JP']",1,NA,NA,13.843,7.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"674","Cuckoo","SHOW",2012,"TV-14",27,"['comedy', 'drama', 'european']","['GB']",5,5.9,20,13.25,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"678","Rita","SHOW",2012,"TV-MA",40,"['comedy', 'drama', 'european']","['DK']",5,8.1,8718,11.299,7.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"679","Larva","SHOW",2011,"TV-G",2,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']","['KR']",5,7.1,615,9.644,7.4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"680","My Babysitter's a Vampire","SHOW",2011,"TV-PG",22,"['scifi', 'action', 'comedy', 'fantasy', 'horror']","['CA', 'US']",2,6.9,4454,25.428,8.3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"682","Pablo Escobar: The Drug Lord","SHOW",2012,"TV-14",44,"['crime', 'drama', 'thriller', 'history']","['CO']",1,8.4,5019,337.869,7.6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"683","Magi","SHOW",2012,"TV-14",24,"['scifi', 'action', 'animation', 'comedy', 'fantasy']","['JP']",3,7.8,4006,28.161,8.6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"684","Barbie: Life in the Dreamhouse","SHOW",2012,"TV-Y",6,"['family', 'animation', 'comedy']","['US']",7,7.4,1887,30.905,7.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"685","Kuroko's Basketball","SHOW",2012,"TV-14",24,"['comedy', 'animation', 'sport']","['JP']",3,8.3,8420,61.164,8.7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"691","Wolverine","SHOW",2011,"TV-14",24,"['scifi', 'animation', 'action']","['JP']",1,6.2,1519,8.022,6.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"697","La Reina del Sur","SHOW",2011,"TV-MA",41,"['drama', 'crime', 'action', 'thriller']","['MX']",2,8,2445,108.286,7.693,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"699","TIGER & BUNNY","SHOW",2011,"TV-14",25,"['scifi', 'action', 'animation', 'comedy', 'crime']","['JP']",2,7.3,1028,8.393,7.1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"703","Inborn Pair","SHOW",2011,"TV-14",43,"['drama']","['TW']",1,7.1,108,4.989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"704","Smile PreCure!","SHOW",2012,"TV-Y7",23,"['action', 'comedy', 'scifi', 'family', 'fantasy', 'animation']","['JP']",2,6.2,391,10.849,7.6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"706","EastSiders","SHOW",2012,"TV-MA",23,"['comedy', 'drama']","['US']",4,6.8,2783,5.685,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Robocar Poli","SHOW",2011,"TV-Y",14,"['animation', 'comedy', 'family', 'fantasy']","['KR']",4,6,126,11.341,7.7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"710","LEGO Friends","SHOW",2012,"TV-Y",16,"['animation', 'european']","['US']",5,7.6,20,3.483,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"713","Little Baby Bum","SHOW",2011,"TV-Y",7,"['family', 'music', 'animation']","['GB']",4,6.4,94,0.971,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"714","Outback Truckers","SHOW",2012,"TV-14",44,"['reality', 'documentation']","['AU']",9,7.4,264,6.693,8.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"718","LEGO City","SHOW",2011,"TV-G",4,"['animation', 'european']","['GB']",3,5,37,1.403,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"719","Inside West Coast Customs","SHOW",2011,"TV-PG",43,"['reality']","['US']",8,7.3,44,4.71,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"738","El Reemplazante","SHOW",2012,"TV-MA",45,"['drama']","['CL']",2,8.5,777,4.391,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"746","Justin Time","SHOW",2011,"TV-Y",15,"['action', 'animation', 'comedy', 'family']","['CA']",3,6,16,3.657,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"749","Meet the Adebanjos","SHOW",2012,"TV-PG",25,"['comedy']","['GB']",3,7.6,81,0.884,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"750","Masameer","SHOW",2011,"TV-MA",14,"['comedy', 'animation']","['SA']",1,8.2,687,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"752","The Ultimate Braai Master","SHOW",2012,"TV-PG",45,"['reality']","['ZA']",5,8.1,36,0.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"767","Office Girls","SHOW",2011,"TV-14",46,"['comedy', 'drama', 'romance']","['TW']",1,6.8,153,9.047,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"770","The Glamorous Imperial Concubine","SHOW",2011,"TV-PG",47,"['drama', 'history', 'romance']","['CN']",1,6.8,156,3.417,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"781","Drunken to Love You","SHOW",2011,"TV-14",46,"['comedy', 'drama', 'romance']","['TW']",1,6.5,114,3.195,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"789","Masha's tales","SHOW",2012,"TV-Y",5,"['animation', 'family']","['RU']",2,6.4,92,5.32,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"791","The Oath","SHOW",2011,"TV-14",44,"['drama']","['SG']",1,7.9,9,0.843,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"798","Takki","SHOW",2012,"",16,"['drama']","['SA']",3,6.6,269,1.29,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"813","The In-Laws","SHOW",2011,"TV-14",44,"['family', 'drama']","['SG']",1,NA,NA,1.771,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"815","Yours Fatefully","SHOW",2012,"TV-14",44,"['drama', 'comedy', 'romance']","['SG']",1,6.7,15,1.796,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"816","Love, Now","SHOW",2012,"TV-Y",45,"['drama']","['TW']",1,7.5,124,1.774,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"819","Peaky Blinders","SHOW",2013,"TV-MA",58,"['crime', 'drama', 'european']","['GB']",6,8.8,511668,1038.077,8.558,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"820","Outlander","SHOW",2014,"TV-MA",60,"['scifi', 'romance', 'drama', 'fantasy']","['US']",6,8.4,156114,101.42,8.2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"821","Attack on Titan","SHOW",2013,"TV-MA",24,"['action', 'scifi', 'animation', 'horror', 'drama', 'fantasy']","['JP']",4,9,325381,85.661,8.6,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"822","The Originals","SHOW",2013,"TV-14",43,"['scifi', 'drama', 'fantasy', 'horror']","['US']",5,8.3,133406,114.436,8.6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"823","The Blacklist","SHOW",2013,"TV-14",43,"['thriller', 'drama', 'crime']","['US']",9,8,242640,227.557,7.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"824","Married at First Sight","SHOW",2014,"TV-PG",64,"['reality', 'romance', 'european']","['US']",15,6.1,2021,15.176,5.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"825","The Flash","SHOW",2014,"TV-14",42,"['drama', 'scifi', 'family', 'animation', 'action']","['US']",8,7.6,341393,537.156,7.8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"827","Reign","SHOW",2013,"TV-14",42,"['drama', 'fantasy', 'history']","['US']",4,7.5,47751,50.864,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"830","The 100","SHOW",2014,"TV-14",42,"['scifi', 'drama', 'action']","['US']",7,7.6,245631,217.82,7.9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"833","Are You The One?","SHOW",2014,"TV-14",41,"['reality']","['US']",8,6.4,2528,9.479,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"836","Gotham","SHOW",2014,"TV-14",43,"['drama', 'scifi', 'thriller', 'action', 'crime']","['US']",5,7.8,227760,106.651,7.6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"839","House of Cards","SHOW",2013,"TV-MA",52,"['drama']","['US']",6,8.7,497650,33.936,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","How to Get Away with Murder","SHOW",2014,"TV-14",43,"['crime', 'drama', 'thriller']","['US']",6,8.1,148643,47.891,7.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"843","BoJack Horseman","SHOW",2014,"TV-MA",26,"['comedy', 'drama', 'animation']","['US']",6,8.8,148127,92.956,8.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"846","Madam Secretary","SHOW",2014,"TV-14",43,"['war', 'thriller', 'drama']","['US']",6,7.6,22894,28.001,6.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"849","Jane the Virgin","SHOW",2014,"TV-14",42,"['drama', 'comedy']","['US']",5,7.8,46286,62.316,7.952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Henry Danger","SHOW",2014,"TV-G",24,"['comedy', 'family', 'action', 'scifi', 'thriller', 'drama']","['US']",5,5.6,5450,103.628,8.3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"854","Orange Is the New Black","SHOW",2013,"TV-MA",59,"['drama', 'comedy', 'crime']","['US']",7,8.1,298009,87.316,7.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","The Thundermans","SHOW",2013,"TV-G",24,"['action', 'scifi', 'family', 'comedy', 'drama']","['US']",4,5.6,5525,44.482,8.1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"857","Wentworth","SHOW",2013,"TV-MA",46,"['drama', 'thriller', 'crime']","['AU']",9,8.6,22056,32.398,8.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"859","Z Nation","SHOW",2014,"TV-14",43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']","['US']",5,6.6,36415,66.412,7.2,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"863","Marco Polo","SHOW",2014,"TV-MA",55,"['action', 'drama', 'history', 'documentation']","['US']",2,8,71735,22.636,7.4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"867","From Dusk Till Dawn: The Series","SHOW",2014,"TV-14",45,"['scifi', 'action', 'crime', 'fantasy', 'horror']","['US']",3,6.9,20132,24.329,6.3,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"868","Sofia the First","SHOW",2013,"TV-Y",24,"['animation', 'family', 'fantasy']","['US']",4,6.8,2978,44.688,7.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"872","The Seven Deadly Sins","SHOW",2014,"TV-14",25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']","['JP']",5,7.9,31085,25.225,8.503,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"874","Sam & Cat","SHOW",2013,"TV-G",24,"['comedy', 'drama', 'family']","['US']",1,5.6,9744,29.349,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"878","Derek","SHOW",2013,"TV-MA",27,"['drama', 'comedy', 'european']","['GB']",3,8.1,32622,9.295,7.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"879","Young & Hungry","SHOW",2014,"TV-14",21,"['comedy', 'drama', 'romance']","['US']",5,7.3,15780,21.126,6.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"881","Sailor Moon Crystal","SHOW",2014,"TV-14",24,"['animation', 'scifi', 'fantasy', 'romance', 'action', 'comedy', 'drama', 'family']","['JP']",4,7.8,2148,47.398,8.2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
"883","Lovesick","SHOW",2014,"TV-MA",25,"['comedy', 'european']","['GB']",3,8,19899,12.802,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"886","Velvet","SHOW",2014,"TV-14",57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']","['ES']",4,8.1,6115,37.631,6.1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"887","Tiny House Nation","SHOW",2014,"TV-PG",43,"['reality']","['US']",5,7.1,1143,4.211,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"889","Angry Birds Toons","SHOW",2013,"TV-Y",2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']","['FI']",4,6.2,835,6.854,6.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"890","Shtisel","SHOW",2013,"TV-14",49,"['drama']","['IL']",3,8.6,7062,14.873,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"891","Hemlock Grove","SHOW",2013,"TV-MA",49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']","['US']",3,7,39998,22.596,7.3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"892","Rabbids Invasion","SHOW",2013,"TV-Y7",10,"['animation', 'comedy', 'family', 'european']","['FR', 'US']",4,5.4,1930,11.398,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"894","Zach Stone Is Gonna Be Famous","SHOW",2013,"TV-PG",20,"['comedy']","['US']",1,8.3,3744,3.795,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","The Irregular at Magic High School","SHOW",2014,"TV-14",23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']","['JP']",2,7.1,3386,46.794,7.9,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"896","Resurrection: Ertugrul","SHOW",2014,"TV-14",57,"['action', 'war', 'drama', 'history']","['TR']",5,7.9,36177,30.409,7.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"898","The Next Step","SHOW",2013,"TV-G",24,"['drama', 'family', 'romance']","['CA']",7,6,1950,9.889,7.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"903","Nicky, Ricky, Dicky & Dawn","SHOW",2014,"TV-G",23,"['family', 'comedy']","['US']",4,5.1,2642,27.683,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"906","The Cat in the Hat Knows a Lot About That!","SHOW",2013,"TV-Y",19,"['animation', 'family', 'fantasy', 'scifi', 'comedy']","['CA', 'US', 'GB']",3,6.4,634,5.109,7.8,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
"907","Dreamworks How to Train Your Dragon Legends","SHOW",2013,"",23,"['animation']","['US']",1,7.3,273,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"908","The Heirs","SHOW",2013,"",59,"['comedy', 'drama', 'romance']","['KR']",1,7.5,10653,44.966,7.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"912","Mako: Island of Secrets","SHOW",2013,"TV-G",25,"['scifi', 'action', 'family', 'fantasy', 'romance', 'comedy', 'drama']","['AU']",4,6.7,4015,41.013,7.6,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
"913","Black Ink Crew New York","SHOW",2013,"TV-14",43,"['reality']","['US']",10,4.6,468,7.659,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"916","Talking Tom and Friends","SHOW",2014,"TV-G",14,"['animation', 'comedy', 'drama', 'family', 'action', 'fantasy', 'european']","['US']",5,6.1,411,22.213,8.2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"917","The Haunted Hathaways","SHOW",2013,"TV-G",24,"['comedy', 'family', 'fantasy']","['US']",2,5,2538,17.079,7.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"920","Nagi-Asu: A Lull in the Sea","SHOW",2013,"TV-14",23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']","['JP']",2,7.3,1165,12.324,7.5,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
